####################################################################################################
Online Supporting Information S3. 

The input average signal dataset including the average signals of Chip-seq and DNase-seq in 5000 DNase I hypersensitive sites. 

#####################################################################################################

Chr	start	end	dnase1sig	H3k9me3	H3k27ac	H3k4me3	H3k4me1	H3k4me2	H3k27me3	H3k36me3	H3k9ac	H4k20me1	H3k79me2	BRCA1	BACH1	CEBPB	CHD1	CHD2	CJUN	CTCF	GTF2F1	CMYC	CTBP2	JUND	MXI1	MAX	MAFK	RFX5	RAD21	NRF1	SUZ12	SIN3A	TBP	ZNF143	USF2	ZNF274
chr4	140690117	140690303	0.039	2.585	3.39	0.914	1.355	2.29	0.933	3.755	2.875	0.869	2.885	13.062	36.281	12.056	10.286	16.167	8.688	103.235	10.611	9.385	9.429	27.5	14.864	3.522	23.375	7.071	80.065	11.824	3.6	16.409	13.556	55.094	15.12	2.333
chr11	116574116	116574636	0.1	1.985	5.234	2.602	15.775	9.41	3.059	1.789	6.777	4.078	3.074	9.349	9.268	7.545	6.147	7.625	5.767	10.364	8.333	5.348	12.372	11.952	10.16	8.041	5.667	14.328	10.19	3.842	3.255	32.11	12.121	13.482	8.707	1.75
chr9	131855875	131856475	0.038	1.554	3.742	1.104	4.708	2.023	0.936	1.575	2.902	2.727	1.346	3.591	3.5	4.15	5	6.553	3	3.008	4	4.143	5.154	3.591	4.143	2.22	2.786	3.947	2.071	3.214	2.382	4.091	2.75	5.897	4.889	1.25
chr2	85569411	85569600	0.039	2.98	4.69	1.44	19.11	12.865	0.98	7.67	5.33	6.495	2.39	6.364	6.929	6.867	8.4	6.786	2.5	7.85	4.571	3.556	6.2	9.091	8.125	5.127	4.25	7.929	7.1	2.833	2.537	12.529	3.875	7.545	14.3	1.333
chr4	1098561	1098788	0.04	3.29	9.88	1.849	7.147	6.564	3.822	0.72	5.178	1.425	2.92	3	13.231	1.75	4.75	4.727	5.125	15.151	4.143	7.647	7.455	4.333	7.375	2.22	9.118	4.222	7.462	4.7	2.75	6.154	3.857	7	3	2
chr14	104171337	104172709	0.06	2.738	4.045	1.672	3.222	2.735	1.458	6.833	3.398	8.574	2.437	4.171	3.04	3.405	5.653	4.557	2.292	3.447	4.082	2.444	3.69	3.519	5.789	1.4	3.244	3.776	3.632	1.895	2.298	7.137	4.145	5.721	7.494	2.409
chr19	48953606	48954491	0.042	1.83	2.628	1.506	1.012	1.304	1.714	13.016	2.886	7.362	3.836	3.909	2.944	2.273	4.167	5.605	2.6	1.608	3.423	3.111	1.8	3.767	4.633	1.2	4.217	3.182	1.769	2.824	2.59	4.179	3.818	4.778	4	1.455
chr19	8034099	8034901	0.101	2.227	13.293	4.743	25.128	13.318	1.611	4.496	14.043	8.937	6.589	6.976	10.812	6.333	8.255	13.494	8.143	5.069	10.514	23.874	7.761	13.75	30.825	41.31	5.955	5.031	6.474	7.333	2.005	33.383	12.763	9	28.814	1.778
chr19	32895994	32897355	0.264	1.482	28.452	33.726	1.782	36.194	1.939	1.032	55.641	3.472	5.505	8.033	20.539	8.9	11.603	26.455	9.213	5.453	19.789	21.185	7.289	13.903	15.099	6.757	5.833	8.344	4.592	12.439	1.742	38.191	59.499	17.656	9.378	1.556
chr4	90176042	90176235	0.043	2.365	3.38	0.8	2.265	2.445	4.1	1.44	3.347	0.792	3.65	12.7	8.333	13.955	9.6	8.5	13.632	117.22	6.3	15.429	4	18.25	13.95	14.603	9.143	6.3	89.085	4.7	1.08	13.619	7.7	56.937	11.429	2
chr9	95803346	95803761	0.079	8.266	3.682	1.622	3.103	1.852	1.249	3.348	2.871	6.286	3.968	7.316	6.238	4.684	2.625	10.636	5.071	2.471	6.19	8.536	2	5	5.043	18.152	5.053	5.278	3.867	7.704	2.005	6.375	5.708	8.062	34.914	1.833
chr19	51897342	51898036	0.1	3.139	21.831	21.804	4.025	39.847	1.218	2.529	33.977	1.335	2.517	16.365	9.415	16.101	8.14	62.266	6.343	5.746	21.533	15.126	8.051	16.816	25.258	18.44	10.526	11.8	10.937	97.908	1.533	31.265	66.42	19.481	17.602	1.75
chr3	14460353	14460665	0.053	4.43	3.737	2.493	9.7	5.21	1.337	4.317	3.3	6.053	22.587	11.182	8	21.509	2.167	7.526	7.652	2.62	9.783	6.842	4.833	10.5	5.722	5.181	7.3	7.85	9.136	3.25	1.7	16.457	11.719	14.452	5.5	1.5
chr22	50873256	50874328	0.051	1.87	2.613	0.8	1.278	0.92	1.943	7.235	2.884	5.885	1.837	2.92	2.409	2.8	3.364	4.111	4.136	2.271	3.062	4.147	3	2.737	3.429	1.167	2.222	2.727	2.917	4.647	3.775	3.722	2.87	2.722	5.265	1.944
chr7	1514927	1525444	0.107	2.004	2.867	1.219	1.855	1.602	1.32	7.424	2.938	4.001	2.231	3.135	3.878	3	3.255	4.132	2.929	2.587	3.266	3.26	3.463	2.932	4.3	1.215	2.743	3.243	3.103	2.713	2.83	3.872	3.118	5.226	5.221	1.483
chr12	124933695	124935427	0.054	2.448	6.721	1.412	2.699	2.284	1.797	5.414	4.298	6.745	8.516	4.164	3.62	3.731	3.481	4.179	2.815	4.473	4.103	4.844	2.433	4.94	6.842	2.077	2.609	4.461	4.299	2.974	2.144	4.93	3.961	4.622	5.341	1
chr16	85283574	85284181	0.059	2.777	3.677	1.492	8.91	3.125	1.407	1.677	2.488	7.538	5.387	3.706	5.136	4	6.125	5.714	5.174	1.41	3.762	3.737	3.632	3	4.36	1.4	3.526	2.545	3.833	4.2	2.726	4.833	4.731	5.448	4.318	1.75
chr9	132248227	132248745	0.058	3.436	6.984	0.876	9.624	5.362	9.648	1.332	3.676	2.056	3.362	4.409	8.724	2.167	3.062	6.074	2.643	2.674	6.161	3.235	1.8	8.821	8.421	3.46	4.889	5.667	6.233	5.818	4.022	8.553	7.935	8.206	4.381	2.3
chr18	77213880	77222212	0.09	2.344	3.67	1.511	5.021	2.993	1.603	1.742	3.328	2.734	2.304	3.435	4.796	3.13	3.934	4.041	3.852	1.981	3.94	3.486	5.211	5.065	3.898	2.976	3.566	4.008	2.465	3.648	2.538	4.453	3.693	4.03	4.616	2
chr1	247241537	247242434	0.152	2.688	28.519	44.251	4.317	34.191	1.448	2.402	62.972	3.062	13.03	10.437	12.739	16.306	16.951	26.776	9.773	6.717	23.743	19.11	9.103	15.575	13.062	5.471	7.935	13.01	21.408	12.767	1.465	52.879	91.184	19.779	16.585	2
chr2	178628381	178628735	0.047	3.2	3.177	7.669	6.083	38.123	2.809	2.225	6	4.383	2.94	13.864	16.159	24.235	12.763	24.29	8.6	178.391	13.279	21.71	13.394	21.371	16.135	22.847	14.4	14.364	51.3	6.429	3.471	27.346	13.5	52.599	17.122	2.25
chr11	128523719	128524017	0.046	2.145	7.183	1.029	11.6	14.613	4.713	1.6	7.147	1.872	1.57	9	177.762	8.654	4	12.6	9.231	25.47	3.667	4.214	7.857	20.152	27.781	15.528	95.25	5.824	47.652	6.875	1.522	25.545	16.698	104.551	17.242	2
chr20	10415607	10416106	0.083	2.846	18.274	35.804	1.406	41.1	1.471	3.45	28.618	2.697	5.378	56.32	53.141	11.792	32.884	112.516	15.702	2.948	28.519	27.5	17.772	20.954	37.164	13.865	10.469	9.69	17.31	12.291	1.685	61.595	63.052	33.798	16.377	1
chr18	72264542	72266097	0.111	1.579	14.495	43.831	2.87	48.037	2.019	1.62	30.045	3.606	4.722	8.554	11.16	7.815	10.238	15.433	4.807	4.12	12.532	9.273	11.911	10.263	12.257	4.303	4.196	8.625	9.562	5.545	1.524	39.3	40.816	13.924	9.333	1.875
chr3	49498878	49499539	0.071	1.442	41.398	7.443	19.497	28.737	3.683	3.186	15.383	1.282	2.477	10.179	11.985	9.963	9.264	43	6.897	14.983	14.179	16.951	16.026	15.121	13.468	5.629	7.415	8.936	17.968	12.041	0.982	21.183	27.525	19.736	11.597	2.846
chr20	61367419	61368284	0.059	3.69	2.473	1.802	6.76	3.818	3.4	2.496	5.822	3.622	3.848	6.592	4.743	2.714	11.188	7.678	5.786	4.682	3.36	4	5.031	8.34	4.172	1.4	3	4.5	4.188	5.69	2.4	7.467	3.32	7.132	6.317	1.375
chr2	85346976	85347462	0.092	3.966	4.86	3.423	9.604	15.396	3.044	1.421	3.314	3.317	2.901	14.232	11.136	15.817	10.5	21.936	15.581	14.571	8.3	27.363	13.615	18.909	21.5	23.45	11.432	14.593	31.176	9.55	1.773	23.75	20.324	19.529	24.091	5.808
chr13	113707405	113707629	0.038	2.6	4.373	0.83	1.43	1.528	0.909	3.298	1.63	6.28	2.076	2.889	9.714	1.5	6.455	2	2	5.28	2	3.444	4.25	2	4	2.957	3.333	3.222	3.75	4.556	5.288	7.308	4.273	3.7	4.818	1.4
chr10	114067616	114067977	0.069	1.499	5.424	1.6	8.696	7.216	3.274	2.344	3.349	2.512	1.543	19.566	9.92	19.4	8.867	18.721	10.857	173.523	14	12.657	9.769	27.532	16.087	6.675	10.065	9.484	223.329	7.52	0.9	16.059	12	47.348	16.981	3.5
chr1	49381921	49382187	0.047	5.291	6.458	0.84	6.309	4.178	1.178	0.84	1.771	1.924	2.844	8.652	7.278	9.579	7.609	8.739	6.143	57.527	8.65	10.269	5.071	10.867	9.737	4.629	11.346	9.167	59.184	6.353	0.9	9.458	9.609	22.809	10.6	1
chr12	112954114	112954439	0.045	3.437	2.997	1.144	2.375	2.046	0.969	2.8	2.326	2.575	2.062	3.625	5.308	4.786	6.211	4.583	6.579	3.803	6.579	2.167	3	5.625	1.8	1.74	2	4.867	5.833	3	0.98	2.7	5	5	4.214	3.667
chr2	229044861	229046670	0.068	2.818	2.881	17.608	7.281	75.494	40.131	1.414	6.589	4.456	1.658	7.735	10.077	6.029	7.259	9.955	6.821	9.382	6.512	8.088	12.791	8.748	8.699	12.01	4.517	5.418	26.228	6.58	4.115	13.736	7.054	14.036	9.973	1.5
chr15	102027327	102031609	0.172	4.88	2.009	3.562	3.759	13.659	21.088	1.789	2.839	2.58	1.597	4.776	16.062	5.538	5.193	4.604	5.225	3.26	4.717	5.226	10.068	5.164	4.699	2.793	3.163	4.399	6.821	3.409	3.433	12.35	5.265	7.614	5.692	1.714
chr19	5678107	5678637	0.045	1.617	3.804	1.177	2.909	2.02	0.872	5.52	4.482	5.672	4.678	3.769	2.857	2.333	5	4.773	5.3	1.153	3.588	1.75	2.143	4.538	5.633	0.7	3.5	4.389	2.308	2.857	2.683	3.611	2.167	4.105	5.08	1.2
chr14	50998473	50999972	0.137	2.076	20.283	40.779	5.551	59.813	1.464	2.165	42.646	2.926	10.116	9.927	15.385	11.119	16.318	16.201	8.699	37.135	15.73	19.601	12.351	18.077	20.719	6.101	7.013	10.418	149.728	6.69	1.616	38.274	32.74	19.474	11.953	2.281
chr19	42834736	42835145	0.037	2.085	2.66	1.758	6.168	3.64	4.747	2.295	3.71	6.917	11.855	5.053	6.28	2.778	6	4.625	4.333	4.022	2.778	1.333	3	3.071	6.227	2.087	2.286	3.583	2	4.471	1.155	6.2	4.308	4.071	6.318	1
chr13	114889799	114890371	0.048	1.648	3.259	1.176	2.2	2.259	0.889	3.331	3.317	3.736	14.555	3.909	3.333	2.786	4.652	2.923	4.706	1.985	4.444	4.714	4.8	2.692	6	1.68	3.412	6.8	2.125	3.765	3.973	8.353	4.706	6.143	6	1.714
chr1	204167768	204168095	0.048	2.932	8.48	3.095	7.157	3.037	0.909	1.569	2.389	3.332	3.034	7.118	12.771	8.526	4.071	10.481	11.96	17.917	9.64	3.462	5.667	15.154	18.02	6.852	4	5.529	30.961	5.2	3.005	30.649	5.647	9.444	6.95	1
chr2	231728346	231732329	0.128	2.783	14.084	16.221	12.591	42.424	2.295	2.43	18.555	3.505	31.205	6.82	13.234	8.901	13.247	12.802	5.026	6.63	8.236	7.785	9.518	11.341	9.96	4.165	6.3	6.836	7.822	7.503	2.194	29.8	17.032	12.769	10.503	2.195
chr11	128603550	128603994	0.08	2.32	14.878	5.527	10.809	29.918	1.706	2.495	10	2.511	6.727	9.5	15.725	17.355	8.545	25.435	15.444	3.301	21.129	59.399	14.22	28.3	38.036	116.62	14	7.724	15.274	8.545	2.85	42.646	32.981	20.574	27.25	1.833
chr12	132083141	132083780	0.164	1.42	3.607	1.962	3.8	2.583	3.089	0.784	1.855	3.131	2.168	3.13	4.444	2.4	2.583	6.147	6	3.026	6.769	5.267	2.857	6.771	7.444	1.633	3.619	3.941	6.564	3.429	1.697	3.95	3.333	12.929	7.697	1.833
chr13	111209990	111210454	0.041	3.571	6.996	3.64	6.617	3.756	1.701	3.276	3.011	5.8	11.373	2.538	3.091	4.211	2.4	4.706	3.077	1.073	3.4	4	5.15	5.727	5.8	1.856	2.933	4	4.211	2.909	1.836	4	4.682	5.65	3.538	1
chr15	77956129	77956600	0.041	2.909	7.364	0.94	18.846	5.516	3.26	2.573	2.946	2.688	2.937	3.6	6.84	6.607	6.28	7.618	5.684	3.305	4.45	5.739	3.889	10.116	7.5	1.773	7.167	4.263	9.976	4.714	3.081	11.562	7.7	9.5	8.194	1.8
chr22	50763309	50763570	0.037	2.792	2.956	1.649	3.984	0.827	8.264	2.636	4.596	1.08	2.245	5	3.556	4.5	1.333	2.667	2	4.016	3.636	4.25	3.714	2.5	3.917	0.7	6.333	5.067	2.6	1.833	0.3	4.4	3.7	3	8.591	1
chr9	71705367	71705612	0.042	4.064	14.232	14.376	5.312	54.12	0.76	1.192	7.56	2.512	2.504	4.545	9.238	9.429	9.158	15.258	4.455	2.696	13.346	13.6	11.87	12.484	11.962	3.45	3.833	6.5	12.903	2.8	0.9	22.368	8.636	28.591	12	2
chr9	139135531	139135823	0.044	3.989	9.535	4.233	16.84	16.131	2.309	7.338	14.775	12.447	61.909	7.059	8	2.75	3.9	6.933	6.706	1.44	4.769	6.062	1	4.778	3.455	2.456	3.125	4.375	3.333	6.167	3.306	8.522	3.545	4.786	3.6	1.333
chr11	75906378	75906635	0.041	1.94	1.42	1.004	1.004	0.935	2.204	1.9	3.568	9.408	2.892	3.1	1.8	3.556	4.643	6.267	4.111	7.632	2.5	2.667	2.2	6.5	4.364	1.4	2	3.1	4.909	4	1.511	6.864	3	6.778	3.3	1
chr8	22045999	22046675	0.15	1.92	3.935	2.187	11.257	11.367	3.077	1.656	6.511	3.639	1.127	18.613	17.607	19.04	10.34	20.657	23.071	90.8	13.608	58.825	21.33	97.393	59.364	91.543	11.411	12.535	56.128	9.14	4.51	92.22	20.545	37.018	54.762	1.4
chr11	67887965	67889976	0.2	2.146	22.528	13.203	11.738	33.462	1.026	2.603	25.538	3.188	17.644	5.424	9.5	13.082	12.294	19.787	7.925	3.415	13.48	12.656	13.369	13.015	11.492	6.157	5.024	9.72	6.775	7.376	2.448	29.659	68.823	29.61	14.604	2.381
chr22	19864473	19864803	0.041	0.889	5.354	0.914	1.403	0.824	0.82	2.529	2.391	1.467	2.011	3.364	4.167	2.75	3	1.8	3.923	2.363	3	3.25	2.857	2.556	5.077	0.467	1.4	2.857	3.667	2	3.471	2.143	3.286	3.462	8.92	2
chr12	131579084	131580678	0.044	1.7	2.107	1.41	1.925	1.056	2.064	2.008	1.819	2.295	2.538	3.186	3.533	3.316	4.212	3.163	3.316	3.156	3.317	3.294	5.194	3.435	3.745	0.933	2.565	3.065	3.75	4.6	1.944	3.458	3.519	5.328	6.161	2
chr15	53085214	53085421	0.041	5.27	0.848	3.2	16.255	9.855	33.39	1.98	0.98	10.22	3.211	4	5.182	6.583	5.769	11.158	2.286	4.67	10.2	7.1	4.667	7	9.8	2.083	7.182	7.364	3.833	9.706	5.219	8.389	9.176	4.25	12.957	2
chr6	148921062	148921459	0.081	2.423	12.167	3.335	5.562	7.803	0.85	1.654	3.6	1.189	1.865	12.468	28.812	26.513	9.379	28.235	15.717	2.286	7.409	10.414	10.543	25.975	13	14.354	13.053	8.029	13.864	9.152	1.05	12.86	84.168	26.096	6.261	2.286
chr8	11429287	11429691	0.061	0.828	1.305	1.02	3.812	1.552	1.584	1	4.058	1.76	3.574	3.938	4.071	4.882	3.286	4.385	6.048	2.96	2.692	6.611	4.5	6.652	3.5	1.96	5.1	3.727	4.625	3.154	2.3	6.643	3.2	8.286	6.783	2.5
chr22	50682637	50684512	0.157	3.559	14.282	34.919	7.609	61.077	1.176	2.695	29.467	5.158	12.021	19.853	32.973	7.812	8.079	25.359	9.031	7.77	11.855	10.456	8.133	16.411	20.318	5.91	5.697	7.35	6.038	9.521	1.867	55.288	38.757	12.199	12.258	2.2
chr22	24235490	24238004	0.198	2.04	23.64	30.432	10.617	63.499	1.513	2.833	36.77	4.437	10.194	12.644	19.7	14.073	13.037	22.461	8.989	40.018	14.16	20.909	12.354	15.668	23.904	12.261	6.755	9.791	23.075	25.055	2.144	46.661	41.166	31.723	20.053	3.333
chr9	113799709	113801499	0.114	1.944	2.288	20.575	3.286	52.615	9.031	1.511	9.74	2.372	2.984	5.543	13.279	6.6	6.347	9.483	6.636	13.46	6.598	8.374	10.103	8.025	10.422	3.929	5.552	6.157	27.502	4.812	2.903	19.065	10.295	11.291	6.788	2.1
chr11	2735400	2735665	0.039	2.471	2.21	1.698	9.028	1.508	14.436	2.296	0.785	3.196	2.58	4.1	2.857	2.75	3	1.5	2.833	1.827	2.857	2	1.5	3.167	2.6	2.571	1	1.5	4.1	2	3.05	3	2.429	5.733	8.238	1
chr15	89345435	89347956	0.156	4.02	2.294	13.617	7.525	39.573	49.27	1.78	5.447	5.291	2.557	4.952	5.467	7.993	5.402	7.757	4.449	4.04	6.512	5.904	9.441	7.151	8.262	5.747	4.494	5.421	7.261	6.639	4.604	14.694	15.338	7.449	8.076	1.947
chr19	34636608	34636894	0.048	1.738	3.246	3.171	6.996	11.382	2.284	1.651	3.393	2.155	3.415	16.475	13.565	9.15	6.167	13.03	9.6	116.615	15.1	12.476	2.5	13.074	12.963	3.931	10.05	10.217	268.168	4.846	2	27.404	10.962	40.929	10.697	1
chr10	128437695	128437960	0.05	5.211	0.86	1.074	4.207	2.927	2.287	3.156	1.991	5.175	1.436	17.7	37.239	21.225	8.435	17.059	9.471	247.32	9.833	14.914	6.643	16.382	16.267	4.264	52.66	7.833	256.956	6.882	3.08	17.879	13.067	47.809	14.29	5
chr1	221060382	221061191	0.05	3.916	2.375	4.473	11.106	21.334	116.155	2.148	2.219	11.154	1.493	5.605	9.644	5.024	6.935	10.321	3.448	6.387	5.462	6.128	19.143	6.571	8.759	0.7	3.815	6.708	13.294	3.118	20.213	11.198	10.537	6.792	5.979	1.625
chr10	97054733	97055552	0.053	2.748	4.463	9.04	18.285	43.587	24.526	2.255	8.213	1.174	3.061	9.476	20.54	8.443	5.632	13.244	5.714	4.382	7.214	12.108	7.977	13.209	12.938	4.755	5.552	10.896	8.769	7.769	3.99	12.18	11.857	13.989	8.508	2.091
chr17	80881272	80881863	0.05	1.733	7.243	1.371	3.362	1.422	1.704	6.483	4.238	4.208	2.965	3.462	3.941	6.944	3.167	2.385	4.538	0.834	3.615	1.625	1.714	4.731	2.765	1.543	3.471	3.6	2.214	3.375	3.308	3.85	3.167	3.263	6.514	2.333
chr10	134620996	134627044	0.098	2.39	2.538	1.303	2.602	2.117	1.589	1.553	2.737	2.603	1.745	3.075	3.97	3.041	3.584	4.36	2.617	2.609	4.55	3.783	4.556	3.28	4.861	1.823	2.925	4.428	2.486	3.092	2.147	4.606	3.855	4.906	4.414	2.312
chr1	35388829	35389174	0.052	4.24	3.68	3.228	8.492	8.138	3.009	1.436	2.668	3.597	4.508	9.148	5.278	3.5	6.167	7.864	9.857	3.56	4.938	5.571	3.667	6.619	5.368	2.767	5.375	7.263	6.87	5.5	1.375	14.658	12.4	6.056	9.233	1.75
chr2	58468074	58468792	0.112	2.958	35.163	34.748	6.312	37.248	1.284	1.514	71.034	2.371	6.625	13.766	21.25	19.204	17.311	22.523	10.78	9.261	27.075	18.396	18.989	21.677	22.213	13.661	4.643	9.133	22.678	111.906	1.959	39.077	73.012	19.811	15.278	2.167
chr20	48937693	48938272	0.096	1.905	7.858	1.89	12.506	16.09	1.663	1.056	5.49	2.83	1.968	6.31	15.547	7.4	5.038	11.077	10.19	5.048	9.936	8.05	10.727	35.357	9.935	2.762	10.762	11.273	9.913	3.75	1.525	17.028	14.042	17.6	9.945	2.167
chr9	100980970	100981697	0.1	5.565	17.241	3.538	6.81	21.352	1.195	1.998	7.168	3.095	1.654	26.752	10.803	9.052	5.692	18.588	7.295	4.633	18.191	15.6	8.867	12.55	16.796	8.149	10.667	8.636	9.438	6.406	2.065	21.246	25.5	24.698	13.05	3.1
chr10	28030028	28035687	0.124	3.239	2.344	17.392	10.392	68.341	59.559	1.388	7.27	5.705	1.855	9.071	22.279	19.314	9.793	11.695	7.368	8.952	10.255	14.396	21.664	13.309	10.24	25.051	5.591	6.322	31.951	20.9	7.224	18.545	17.535	16.086	9.193	1.744
chr9	23824712	23825148	0.083	1.755	3.678	22.216	5.186	72.398	11.689	0.889	4.014	11.701	6.793	13.277	17.714	3.941	10.1	28.472	7.625	1.605	8.206	11.756	21.405	8.152	28.146	3.647	6.962	7.71	13.481	6.593	2.5	120.068	13.188	27.364	9.692	2.75
chr1	954528	957787	0.183	1.57	5.807	8.968	9.096	23.957	3.806	1.866	9.152	4.751	10.69	4.291	11.247	4.13	4.667	7.629	5.429	6.323	5.699	6.092	10.43	7.632	7.124	1.525	3.689	4.394	5.551	5.111	2.801	17.072	8.247	10.602	7.309	2.13
chr15	29488583	29488760	0.038	3.023	11.64	6.314	10.869	21.863	0.85	2	8.84	5.566	6.017	14	10.714	10.625	7	11.625	12.143	5.823	6	10.941	13.643	6.636	13.125	3.17	7.111	4.5	15.278	7	1.2	17.773	8.5	19.091	8.308	2
chr1	4695059	4695187	0.036	4	2.928	1.52	8.432	7.736	1.768	0.968	3.008	3.992	1.696	4.25	6.286	8.2	7.6	5.6	2.5	1	6.333	5.429	5.667	8.167	10.444	1.867	3.5	12.167	9.778	3	1.825	16.417	4.286	10.067	5	3
chr9	36165925	36166992	0.134	1.76	2.635	6.227	3.751	17.524	2.503	2.39	6.111	2.126	3.556	8.058	18.507	9.442	9.141	12.606	7.273	64.403	11.011	13.25	12.707	18.536	12.963	4.188	8.821	7.984	139.76	12.2	1.851	23.97	12.039	39.065	12.063	1.25
chr5	154996441	154996677	0.047	1.154	2.888	0.927	4.696	4.14	0.947	2.388	1.604	1.332	3.702	18.333	13	12.778	11.053	14.2	7.722	147.44	12.042	21.458	3.5	14	12.654	7.25	6.071	13.167	398.675	8.278	3.191	16.655	5.643	40.228	14.321	1
chr22	38147217	38148107	0.046	1.227	4.881	1.704	6.29	3.885	2.551	3.945	3.518	7.22	5.161	5.5	3.864	2.143	5.25	3.16	3.875	1.993	4.971	3.593	2.867	3.625	3.633	0.7	5.536	3.037	3.529	5.087	1.804	6.306	3.926	4.821	5.279	1.6
chr22	22336878	22337415	0.099	1.227	12.215	40.166	2.021	36.577	1.262	0.897	29.427	1.254	6.122	13.787	19.986	19.186	17.632	25.097	13.321	3.21	25.809	16.5	13.796	28.667	23.782	3.45	5.148	16.87	8.641	11.5	1.46	52.109	89.349	66.51	18.94	1.833
chr19	52111081	52111664	0.099	7.25	1.616	1.465	2.955	1.144	2.375	1.504	1.607	2.524	2.167	10.096	10.938	12.274	5.871	12.155	4.852	113.647	11.842	7.031	7.741	14.38	26.324	11.774	6.417	7.029	57.742	7.73	1.789	52.172	7.351	102.759	7.462	3.118
chr1	45271209	45275215	0.14	3.539	28.552	3.321	20.497	15.012	1.475	4.035	18.87	3.955	2.831	7.267	15.555	7.93	7.112	15.974	15.72	5.828	14.312	23.292	9.102	38.845	18.73	39.877	11.338	9.202	8.542	5.644	2.389	22.248	30.366	16.58	11.98	3.04
chr16	4359620	4360282	0.13	2.04	6.492	4.155	15.96	10.487	1.905	0.958	6.477	2.422	3.865	10.262	14.298	10.039	10.431	15.303	17.85	108.274	13.099	16.024	18.429	21.594	14.013	14.669	7.97	11.133	39.034	10.328	2.792	38.774	28.333	48.029	17.011	1.4
chr15	90649771	90650297	0.063	4.048	6.349	1.338	10.147	6.886	2.035	1.467	5.15	2.048	1.79	5	7.943	8.286	4.714	6.743	5.607	2.509	4.118	5.591	4.176	15.881	5.731	1.888	5.87	6.767	4.571	4.182	2.667	11.345	3.235	9.538	6	1.667
chr2	232328420	232330378	0.177	2.951	56.733	49.073	7.257	55.049	1.595	2.962	135.302	6.501	47.085	47.458	27.178	10.441	22.528	89.559	7.793	4.982	30.168	76.881	6.053	18.292	47.214	32.052	9.51	10.855	5.885	12.059	2.995	50.35	157.681	12.053	119.351	2.13
chr15	66238057	66238277	0.044	2.818	3.258	1.8	3.551	1.622	3.244	0.98	0.712	3.151	3.396	8.692	7.071	4.75	7.273	13.1	6.273	74.964	8.333	3.75	8.7	8	9.2	2.1	11.792	2.75	82.495	5.786	2.467	24.946	6.9	25.667	11	3
chr19	11286279	11286900	0.043	1.318	4.418	1.371	2.072	0.893	1.263	4.843	2.47	3.774	2.467	2.933	3.4	1.889	4.55	2.538	4.786	3.07	2.538	3.471	3.167	4.368	4.524	2.1	3	4.571	1.714	3.538	3.659	3.7	4.367	3.421	3.312	1
chr19	42866266	42866750	0.037	2.204	5.236	1.016	5.448	4.502	0.844	3.212	3.884	4.126	2.075	3.5	3.5	4.611	3.733	2.786	4.364	3.144	4.375	4.375	3	2.538	5.625	1.12	3.167	3.2	4.077	3.889	2.624	4.583	2	4.958	4.429	1.4
chr12	2799868	2801202	0.129	2.809	7.641	23.212	6.679	66.293	6.626	1.121	14.939	1.273	1.855	5.464	9.716	6.91	11.474	10.956	5.557	10.958	8.18	12.092	9.361	11.473	19.331	10.68	3.868	6.643	9.083	8.283	1.726	38.658	10.474	16.746	10.491	1.556
chr19	48995719	48998224	0.347	2.645	9.851	8.298	8.861	30.112	4.178	1.732	12.943	4.173	3.807	7.724	8.497	5	6.187	12.496	5.691	3.118	6.585	5.743	5.71	10.502	7.527	3.311	6.855	6.992	5.345	6.38	2.928	15.875	12.097	13.344	11.628	2.333
chr1	16361364	16362453	0.051	2.545	1.77	1.652	4.349	1.798	1.509	1.444	1.943	2.362	2.249	1.571	2.389	1.375	1.667	1.25	2.375	4.13	1.333	1.75	1	1.4	2	1.45	1.625	2.231	1.333	2.091	2.593	1.714	2.95	4.037	2.562	1
chr6	52099109	52099262	0.037	2.28	5.973	1.733	10.173	4.4	2.14	0.72	1.06	1.376	1.168	13.4	17.579	12.846	9	12.381	7	199.833	17.6	10.5	7.2	19.417	17	3.45	8.455	7.667	262.39	7.556	2.02	15.105	13.125	39.93	15.722	1
chr17	1015942	1016511	0.083	6.991	3.758	1.501	5.13	4.082	3.39	3.574	3.169	2.393	2.353	4.76	3.9	5.286	8.3	16.63	6.318	2.805	7.697	5.909	3.647	4.6	4.346	22.185	5.2	9.043	3.467	5.318	3.702	9.682	5.846	12.79	16.949	2.3
chr4	40936733	40937030	0.055	1.887	7.45	2.413	9.03	20.623	1.397	3.497	5.487	1.497	3.983	13.769	16.132	15.206	9.64	16.462	13.533	6.073	6.294	6.8	6.077	17.075	12.821	6.176	34.73	4.133	8.591	5.154	2.767	15.881	3.1	17.061	11.138	1.333
chr8	37593733	37594545	0.145	3.013	13.686	36.526	2.698	38.174	1.6	0.901	26.85	2.335	3.465	59.908	25.914	16.264	13.384	156.266	9.823	58.994	15.194	20.589	11.867	25.49	37.264	11.588	9.862	10.547	156.731	33.474	2.46	89.103	52.678	28.075	20.968	1.625
chr20	32888858	32889294	0.066	1.812	5.273	6.572	15.748	23.104	1.403	4.845	6.907	12.885	80.181	3.867	6.9	5.917	3.667	9.951	3	10.838	8.484	6.96	7.143	5	10.548	6.811	3.6	5.8	3.889	5.45	2.764	10.405	9.516	7.357	10.108	1.667
