####################################################################################################
Online Supporting Information S2. 

The input maximum signal dataset including the maximum signals of Chip-seq and DNase-seq in 5000 DNase I hypersensitive sites. 

#####################################################################################################

Chr	start	end	dnase1sig	H3k9me3	H3k27ac	H3k4me3	H3k4me1	H3k4me2	H3k27me3	H3k36me3	H3k9ac	H4k20me1	H3k79me2	BRCA1	BACH1	CEBPB	CHD1	CHD2	CJUN	CTCF	GTF2F1	CMYC	CTBP2	JUND	MXI1	MAX	MAFK	RFX5	RAD21	NRF1	SUZ12	SIN3A	TBP	ZNF143	USF2	ZNF274
chr9	139135531	139135823	0.05	5	12	5.08	18.24	19.92	3.4	10	19	18.08	71.72	9	13	5	6	9	11	2	7	8	1	8	7	5.5	5	7	5	9	5.5	12	5	7	6	2
chr11	75906378	75906635	0.046	3	2	2	1.04	1	3.12	3	4	11.36	3.92	5	3	5	7	9	5	10.76	3	5	3	9	7	2.8	2	5	7	6	2.8	11	4	8	5	1
chr8	22045999	22046675	0.272	3	6	4.64	18.24	16.2	5	2.84	11.44	10	2	32	30	28	17	35	40	270.2	22	114	35	188	120	192	18	22	114	14	9.2	178	41	71	109	2
chr11	67887965	67889976	0.637	7.52	50.36	60.92	39.92	84.72	3	5.88	46.44	16.36	176.16	11	19	31	33	42	18	10	26	24	26	25	21	12.4	10	17	15	14	6.4	55	201	76	29	4
chr22	19864473	19864803	0.045	1	8	1	2.52	1	1	3	7	2.16	3.08	5	5	4	4	3	6	4.44	5	6	5	3	8	1.4	2	5	6	3	6.4	3	5	6	15	3
chr12	131579084	131580678	0.056	4.52	6	4	4	2.92	4	4	5	4	6	6	6	6	8	5	6	7.48	6	7	10	7	7	2.8	6	6	9	9	4.6	8	6	10	13	4
chr15	53085214	53085421	0.045	7.56	1	5	21.84	12.12	36.92	3	1	14	5	5	8	8	8	13	4	5.92	13	10	7	9	12	4.1	10	10	5	12	7.3	14	11	7	17	3
chr6	148921062	148921459	0.117	4	25.72	7.08	8	15.96	1	2	7	2	3	17	38	34	13	40	24	4	10	15	16	38	17	23.5	18	12	18	13	1.9	18	164	39	11	4
chr8	11429287	11429691	0.083	1	2	2	6.68	4	2.36	1	6.52	2.76	6.52	7	6	8	6	7	10	5	4	9	7	9	6	2.8	7	8	7	6	4.6	9	5	14	9	5
chr22	50682637	50684512	0.569	10.88	34.52	69.36	17.64	114.48	2.84	5.48	64.24	10.8	34.92	48	77	15	17	61	18	32.76	26	23	20	40	45	18	11	15	13	17	5.5	112	84	27	25	4
chr22	24235490	24238004	0.544	5	71.44	76.6	28.28	130.96	3.92	10	106.64	11	31	26	44	36	24	39	17	214.84	28	40	28	32	38	33.2	12	24	59	80	5.5	91	91	89	53	7
chr9	113799709	113801499	0.255	4	4.92	37.64	10.48	81.64	26.72	3	23.48	5	12.76	11	28	13	11	17	12	66.24	12	15	17	14	21	9.7	13	12	72	12	9.2	36	19	20	11	5
chr11	2735400	2735665	0.042	4.36	5	2.84	10.84	2.2	17.12	3	1	4.04	3	5	4	6	5	2	4	2	5	3	2	6	4	5.5	1	2	6	3	6.4	5	4	10	10	1
chr15	89345435	89347956	0.379	10.44	8	41.96	16.56	114.64	125.68	8.24	12	10.24	7.44	11	11	17	11	16	10	13.28	16	12	18	12	17	19.3	9	10	15	15	11	30	34	13	18	4
chr19	34636608	34636894	0.057	3	7	5	10.84	16.76	3	3	7	4.04	5.4	26	19	12	9	18	15	186.88	22	17	4	20	19	6.9	16	14	448	7	4.6	38	15	61	14	1
chr10	128437695	128437960	0.059	8.52	1	2.56	5.72	5	3	4.8	3	8	3.72	24	58	26	12	21	12	350.4	12	21	12	22	21	8.3	81	11	373	10	4.6	23	19	66	19	8
chr1	221060382	221061191	0.076	6	4	7.16	20.08	37	165.24	3	5.4	16.92	3	10	14	9	11	17	5	16	12	9	34	13	13	1.4	7	11	27	6	41.3	17	21	11	9	3
chr10	97054733	97055552	0.081	5.72	7	19.24	30.32	67.44	37.08	4.48	13	2	6	13	33	11	9	22	8	8.36	10	23	14	20	20	8.3	8	19	14	11	7.3	17	21	23	12	5
chr17	80881272	80881863	0.058	2.32	12.08	2	5	2.2	3	11.2	6	9	8.56	6	7	13	5	4	7	1	7	3	3	8	5	2.8	6	7	4	6	5.8	6	5	7	10	4
chr10	134620996	134627044	0.334	7	7.48	3	8.76	6.76	4	4	8	7.32	6	7	11	8	8	13	6	10	12	9	10	8	11	6.9	7	11	6	7	5.5	11	9	10	10	5
chr1	35388829	35389174	0.064	6.24	5	4	10.92	17.12	5	2	3.56	6	6.64	12	8	5	9	14	14	5	8	9	5	10	8	5.5	9	13	11	8	2.8	22	17	9	14	3
chr2	58468074	58468792	0.197	8.2	80.72	80.4	17.6	70.76	2	3	155	5	26.84	20	36	34	30	32	21	16.04	47	30	27	29	31	24.9	8	14	31	229	5.5	58	131	31	27	3
chr20	48937693	48938272	0.156	5	16.72	3	21.2	21.12	2.68	2.52	9	4.16	5	9	25	10	8	19	18	10.88	16	14	17	64	14	5.5	16	19	16	8	2.8	28	23	28	14	4
chr9	100980970	100981697	0.138	11.32	28.04	7.92	15.72	29.72	2	3.48	14.4	6.48	3.36	43	13	13	9	27	12	7.6	29	24	16	17	23	19.3	15	14	16	10	4.7	31	45	44	19	5
chr10	28030028	28035687	0.291	8.96	9	37.04	32.96	115.08	157.04	4	31.16	14.84	5	24	73	78	16	29	17	130.64	26	52	45	36	30	107.8	15	16	139	86	18.3	35	56	44	19	4
chr9	23824712	23825148	0.129	2.72	5.52	29.28	8.76	80.32	15.44	1	7	25.68	10	19	24	6	16	39	13	3	12	14	35	11	36	6.9	10	13	16	11	4.6	194	19	46	13	5
chr1	954528	957787	0.601	3.92	26	33.48	28.64	73.4	8.36	8	49.64	13.48	25.2	9	24	10	12	16	13	52	17	15	27	19	18	5.5	9	12	13	12	7.3	39	19	29	15	4
chr15	29488583	29488760	0.04	3.36	13	7.44	16.12	26.32	1	2	12.28	7.2	6.24	18	15	13	8	14	14	8.6	7	14	19	8	15	5.5	8	6	17	9	1.8	22	10	23	11	3
chr1	4695059	4695187	0.038	5.08	3	2	9.52	8.92	2	1	6	6.08	2.04	6	8	9	9	7	3	1	7	7	8	9	13	2.8	4	14	11	4	2.8	18	7	16	6	4
chr9	36165925	36166992	0.238	4	5	20.24	8.92	56.56	4	6	14.8	4	8.6	13	32	16	14	20	11	225.28	19	22	20	37	23	8.3	17	14	307	21	3.7	39	21	63	20	2
chr5	154996441	154996677	0.056	2.68	4	1	6.52	5.64	1.2	4	2.32	2	6	25	18	16	14	17	9	197	16	28	5	20	18	9.7	8	17	532	12	4.6	22	7	54	20	1
chr22	38147217	38148107	0.07	2.72	10.24	3	10.4	10	4.92	9.72	5.56	15.72	9.04	11	8	4	11	6	7	4	9	8	6	6	6	1.4	9	5	6	9	3.7	13	7	10	10	3
chr22	22336878	22337415	0.168	2	25.2	82.64	6	67.24	2	1	49.24	2	15.68	24	38	32	25	38	23	5	44	26	26	45	44	6.9	7	27	16	18	3.7	85	161	128	32	3
chr19	52111081	52111664	0.173	11	2.84	2	7	2	4.88	3.68	4.96	4.68	4	13	16	21	11	22	10	306.52	19	11	14	28	50	24.9	11	13	114	11	3.7	98	12	201	12	5
chr1	45271209	45275215	0.567	10	100.4	8.32	49.64	50.56	3	11.36	63.6	10.4	7	17	37	21	15	44	34	22.24	34	76	19	113	63	110.5	34	20	23	11	6.4	57	85	46	29	6
chr16	4359620	4360282	0.219	6.8	10.24	8.52	28.44	21.96	3	2.16	11.92	4	6.48	19	23	15	18	23	31	322.76	22	29	25	36	25	27.6	12	17	72	17	7.3	66	47	95	27	2
chr15	90649771	90650297	0.082	6.56	10	2	22.92	11	3	2.28	9.72	4	3	9	15	13	9	9	10	4	8	9	7	24	8	4.2	12	9	8	7	4.6	16	6	16	10	3
chr2	232328420	232330378	0.533	10.32	148.72	106.96	26.8	114.32	3	7.4	383.48	17.16	204.2	110	64	16	38	216	19	11.72	80	154	12	32	116	85.7	18	20	11	29	7.4	96	491	21	349	4
chr15	66238057	66238277	0.05	4	6	4	4.92	2	4	1	1	5	4.04	12	9	6	9	16	8	92.52	11	5	11	13	11	2.8	15	5	106	12	3.7	31	9	33	15	4
chr19	11286279	11286900	0.048	2	10	3	4	1	2	7.56	4	9.88	6.72	6	6	4	8	5	7	4	4	6	5	8	8	2.8	6	7	3	7	8.3	6	7	5	6	1
chr19	42866266	42866750	0.041	4	8	2	8.76	8.6	1	6.2	6.88	7	3.12	5	6	7	5	4	8	6	7	8	6	4	10	2.8	6	5	6	7	4.6	7	3	8	8	2
chr12	2799868	2801202	0.215	5.84	15.68	42.68	19.52	105.44	28.08	2	25.52	3	3.92	11	19	13	21	18	10	43.2	15	25	16	20	45	24.3	7	11	19	16	3.7	79	17	25	19	3
chr19	48995719	48998224	0.935	6.84	46	32.84	37.2	72.16	12.12	5	42.56	9.92	8.6	15	19	10	14	23	14	7.48	16	12	10	21	16	6.3	17	14	14	12	8.3	39	27	28	26	5
chr1	16361364	16362453	0.074	4	3.6	4.08	8	4	3	2	4.56	6	4.92	3	4	2	3	2	4	15	2	3	1	2	3	2.9	3	4	2	4	7	3	7	7	5	1
chr6	52099109	52099262	0.039	2.56	6	3.2	10.68	5.56	3	1	1.2	2	2	16	20	15	10	17	10	224.72	21	12	9	25	20	4.1	10	11	303	10	2.8	19	17	46	19	1
chr17	1015942	1016511	0.136	12.24	6.32	3	10.8	5.44	6.32	7.92	6.24	5	4	6	7	7	13	29	10	4	13	10	6	7	8	50.6	9	16	7	9	6.5	14	10	21	28	4
chr4	40936733	40937030	0.068	4.44	9.8	5.28	10.76	25.88	2	6	7	2	6.04	17	21	22	14	22	18	7.44	8	13	10	25	20	9.7	46	7	12	8	4.6	22	4	23	15	2
chr8	37593733	37594545	0.258	9.84	20.24	75.72	4	88.8	3	1.68	55.04	5	11.96	120	46	27	17	334	17	201.8	23	33	21	44	68	31.8	17	18	322	69	5.5	153	88	50	40	3
chr20	32888858	32889294	0.092	3.24	10	11.16	21.92	33.76	2	8.76	12.24	17.32	114.32	6	11	10	7	14	5	16.76	12	10	11	8	16	13.8	5	10	6	8	4.6	15	13	10	14	3
chr19	49620743	49623991	0.829	6.68	39.68	58.96	16.24	95.2	64	3.6	55.56	15.2	10.44	21	104	16	57	45	38	18.08	21	23	20	107	28	12.4	9	12	18	15	6.4	90	72	54	19	3
chr11	67208491	67211517	0.88	6	13	47.44	21.84	70.08	3.48	13.92	19.84	14.48	17.44	8	31	16	13	19	8	8	14	13	8	17	16	4.4	8	10	18	9	7.3	44	22	16	30	8
chr12	54965116	54965651	0.076	5.84	13	11.4	22.2	35.2	3.92	4	5.84	4.16	4	20	10	17	13	16	13	55.2	17	12	8	18	64	58	17	37	163	11	4.6	38	15	17	17	1
chr12	121925255	121925458	0.045	6	7	1.36	9.28	4	1	5.04	4.6	10	23.96	7	7	7	11	9	7	39.72	9	10	6	13	10	5.5	5	11	16	4	4.6	22	9	17	12	6
chr19	10992086	10992426	0.059	1	11.8	7	28.64	17.08	2	6	9	12.48	39.56	9	9	5	10	18	14	2.16	15	19	13	17	9	4.1	7	12	13	7	4.6	14	13	12	13	3
chr4	3515337	3515811	0.072	4	8	1	8	1	2	13.04	5	4.84	5	5	5	8	6	7	6	14.28	6	5	4	4	5	1.4	6	3	9	6	8.3	7	6	8	10	4
chr11	116228504	116229420	0.23	8.04	11.64	3	29.2	18.16	7.76	4	9	4	5.4	19	14	13	16	30	11	353.8	20	21	33	53	27	22.1	6	12	258	15	6.4	28	19	88	27	4
chr1	112451770	112451928	0.04	4.16	12.4	4.76	5.68	5.92	4	4	6.56	2	5.88	11	10	15	8	24	12	4	9	10	7	11	25	29	13	6	8	8	3.7	26	8	31	9	3
chr14	103382773	103384796	0.467	10.32	8	5.08	15.96	4	5	4	11.32	8	10	14	20	14	17	23	12	214.64	20	15	22	24	18	13.8	12	18	348	8	8.3	19	16	63	12	5
chr17	46664226	46664458	0.041	5	4	3	6.96	2	168.64	3.8	1.16	12.6	5.2	5	14	2	8	8	12	1	4	4	8	6	8	2.8	3	11	6	6	13.8	6	4	3	8	2
chr20	46844357	46844746	0.072	3.24	4.08	2.96	8	5.84	2	3	5	5.36	2.68	3	5	7	7	6	3	2	3	10	3	5	8	2.8	5	5	9	6	3.7	9	8	7	7	2
chr19	5585204	5587421	0.489	7.76	17.48	14	36.52	93.84	3.28	8.72	19.64	13	13.32	12	28	53	10	24	12	11.76	14	14	22	21	23	8.3	13	17	10	10	5.5	49	19	22	19	3
chr16	46877947	46878473	0.077	4.76	5	1	5.56	5	5	1	4.24	2	5	5	4	3	8	8	5	6.64	7	5	9	6	9	2.8	8	4	5	4	6.4	4	8	9	14	1
chr19	6421401	6421577	0.036	3.84	8	2	1	4	1	20.24	2.44	19.8	112.72	4	3	2	3	8	7	0.48	5	1	4	7	7	0	3	10	3	2	5.5	11	4	6	8	1
chr17	46685264	46685407	0.038	4	1	1	3.68	4	140.24	1	3	11.32	3	5	10	4	5	7	5	1	1	6	8	7	7	3	1	7	4	3	19.2	6	7	2	8	3
chr7	44804145	44805501	0.064	6.44	10.44	2	6.32	4	3.68	20.04	8	9.96	12	6	7	6	7	6	5	34.12	8	8	5	7	12	6.9	4	8	24	10	6.4	9	12	10	15	5
chr12	112198018	112198099	0.035	5.44	3	2	13	7	1	3	5.88	3.88	4	3	6	3	4	8	3	4	5	6	2	5	7	1.4	6	6	5	3	0.9	3	2	5	12	4
chr9	133263292	133263742	0.089	10.2	5	1.4	4	4	3	6.6	2.64	3.84	5.52	6	10	8	10	8	6	8.6	8	10	6	16	9	4.1	6	9	5	12	5.5	13	7	19	9	3
chr22	24570741	24571722	0.449	11.32	14	1	10	4	3	3.72	14.08	11	5	22	16	17	10	25	15	342.6	28	17	15	32	25	9.7	18	12	281	12	6.4	99	29	116	16	4
chr5	178749849	178750320	0.05	6	5.08	1	7.12	5.28	4	5	8	6	7	5	7	3	5	7	4	18.8	4	5	9	9	8	2.8	8	7	30	5	3.7	12	6	15	14	4
chr1	115879878	115881652	0.372	5	8.88	47.36	13.24	131.92	33.92	3.52	13.52	11.48	6	13	47	15	20	19	14	24.8	18	13	26	22	15	9.7	12	9	19	16	6.4	39	32	17	14	7
chr2	130669841	130670015	0.037	1	4.52	3	1	3	1.64	3.52	1	3.88	3.64	5	5	8	6	7	6	12.28	7	4	5	6	5	0	5	5	19	6	5.5	8	5	9	10	4
chr6	21587147	21589873	0.186	9	8	72.72	17.48	201.28	26.32	6.72	22.96	6	9	29	40	19	25	26	20	273.6	19	36	33	34	34	12.4	16	17	393	18	11	97	32	73	29	5
chr4	151170872	151171089	0.042	2	2.24	1	8	4	2.6	3	10.28	2	3	8	9	5	3	5	7	2	8	6	14	7	6	1.4	6	6	4	4	2.8	5	6	9	12	2
chr15	68846398	68846753	0.06	4	5.96	3.68	11.08	12	3.52	1.92	5.76	11.92	4.92	17	18	13	10	23	23	210.92	16	18	12	26	15	6.9	10	15	322	12	3.7	27	16	47	22	3
chr5	150804666	150805100	0.081	4	8.72	8.88	20.92	28.48	1	6	5	7	5	14	13	28	13	18	13	5	18	13	36	22	19	9.7	10	15	20	12	3.7	29	36	22	13	4
chr1	145542685	145543252	0.167	8.24	15.68	11.24	19.76	50.92	4	4	15.96	13.04	5	32	23	34	22	44	14	477.6	31	29	20	46	33	12.4	21	20	521	19	2.8	61	46	106	35	3
chr6	27279627	27280823	0.094	14.28	7	53.76	15.64	130.76	78.2	3	23.68	7	4.76	23	68	19	16	30	14	229.84	23	27	24	45	26	70.5	18	18	420	15	12.8	103	50	51	22	6
chr6	167764288	167765243	0.12	8	8.48	27.64	13.2	124.96	43.24	4	32.72	3.84	6.36	28	23	26	18	35	19	416	32	43	21	42	42	40.4	24	15	165	15	10	64	32	81	23	3
chr7	128552796	128553644	0.057	4	3.76	2	3.96	3.88	14.04	5.28	5	5.96	5.68	3	3	2	3	4	2	8	2	3	5	2	3	0	2	1	4	1	1.8	1	1	2	3	2
chr20	48898544	48898940	0.099	5	12.16	3	7	5	2	1	11	9	5	15	11	11	4	17	6	127.12	19	14	14	22	7	2.8	9	13	45	10	3.7	16	9	41	18	5
chr6	170352285	170352598	0.05	4.36	5.24	1.92	9.96	5.72	5.32	2.72	4	4	5	5	5	10	8	5	3	10.28	10	6	3	7	7	6.1	5	6	5	9	4.3	7	4	7	8	5
chr15	33602607	33604350	0.274	6	5	33.92	13.56	97.12	47	5	11	10.2	3.64	18	31	15	12	13	12	85.04	16	13	26	16	18	11.1	10	11	85	10	11	30	26	28	13	3
chr3	193994630	193995891	0.112	6	13.84	2.96	15.32	6	7	3	5.92	3	4	10	8	8	7	8	8	7	7	9	12	10	10	5.5	6	5	10	11	3.7	11	7	14	13	5
chr5	53816195	53816645	0.069	3.52	11.76	13.76	12.08	53.2	3	6.96	28.52	10.84	43.88	9	10	9	4	8	6	7	12	6	4	15	15	4.1	9	12	17	6	2.8	11	12	11	12	2
chr17	48762109	48762431	0.063	3	8.6	7.96	20.84	6.6	1	2	11.6	3.36	3	5	7	4	6	13	13	5.92	11	9	10	11	12	8.3	8	9	12	6	3.7	10	6	20	12	6
chr17	73474480	73475108	0.066	4	11	7.2	15.4	14.68	2	5.2	11.8	7.68	9	8	4	11	8	7	7	4	13	10	10	11	11	13.8	9	10	7	12	4.7	11	11	10	11	2
chr15	27124776	27125213	0.092	3	5	2	4	3.12	3	6	4	4.52	4	7	11	8	7	7	10	3.56	4	8	5	7	6	6.9	7	9	7	7	3.7	13	7	10	10	3
chr2	119913056	119916959	0.51	5.56	19.16	41.28	18.68	137.8	71.64	4.92	21.04	10.2	6	15	32	88	21	42	13	70.84	21	23	68	21	33	19.3	14	15	63	13	16	80	28	99	17	6
chr5	122180454	122182165	0.58	6.28	21	50.96	11.44	85.24	8	2	42.08	8	14.48	13	77	19	21	23	12	8.92	28	21	23	26	28	19.3	176	13	29	17	4.6	63	31	25	26	5
chr2	233242486	233247448	0.246	8	7.44	5	12.28	14.48	13.52	9	7	11.8	5	11	12	6	8	10	6	30	12	7	9	11	11	3.3	6	10	15	8	10.2	11	10	10	8	4
chr12	132894752	132897052	0.146	5.32	7	4	4	3	9	5.76	8.88	8.6	4	8	7	6	8	7	7	8.92	8	6	13	9	12	1.4	4	10	5	4	6.4	5	8	12	9	3
chr7	36330997	36331435	0.1	9.8	6.68	6	15	12	3	7.36	6	6.36	5.56	31	20	27	16	31	16	332.68	17	14	15	33	27	22.1	12	19	736	17	5.5	27	16	78	24	3
chr2	62854858	62855182	0.095	9.8	8.08	3.92	9.76	9	1	1	8.8	4	3.28	9	10	13	10	11	11	24.84	9	15	1	17	10	4.8	10	8	24	11	3.9	12	5	14	10	2
chr19	42872398	42873243	0.09	5.68	6.56	3	17.2	8.36	4.24	3	6.48	4	5.4	9	6	6	9	12	4	8.72	9	9	4	9	10	2.8	5	6	4	8	3.9	10	7	8	9	2
chr2	198565758	198566008	0.061	1	6.2	2.44	8.72	3.16	4.2	2.76	2	4	14	7	5	21	10	7	5	20.52	9	6	3	8	6	3.1	4	8	19	3	3.2	7	5	13	4	1
chr16	25245173	25245286	0.038	2	6.04	2.64	2	9.52	3	5.12	3.88	3.04	3.52	22	17	19	10	24	12	427.68	21	11	7	40	28	33.2	14	15	193	12	5.1	25	9	89	26	2
chr2	121732585	121732748	0.038	4	2.96	2	3	1.48	1	6.16	2.4	6.84	7	3	7	3	3	4	5	1	7	6	7	2	5	0	4	2	7	5	8.3	10	4	10	9	1
chr15	77223618	77224728	0.562	7	47.84	79.24	10.6	80	6.64	4.64	119.12	6.88	60.36	14	18	11	23	35	9	5.72	26	22	14	19	20	12.4	12	15	12	13	3.7	50	96	18	21	2
chr3	138698535	138698955	0.091	5	5.52	3	9.6	6	9	2.64	6.48	5	4	17	17	16	13	18	26	178.92	18	10	9	41	17	5.6	6	12	139	14	4.6	24	18	29	19	4
chr3	52389450	52389803	0.054	2	8	1	2	7	3	1.72	6.16	6.36	5.32	6	9	6	4	8	3	8.92	4	4	1	5	6	2.8	6	6	6	8	8.3	7	6	11	8	3
chr11	103472034	103472233	0.047	2.44	3	1	4	2	0.32	3	2	6	4.52	17	9	45	11	19	14	211.12	17	23	4	32	26	6.9	16	11	423	15	2.8	21	18	63	21	3
chr18	77578979	77579451	0.055	6.72	4	1	4	1	5.8	3.56	9.92	5	5	3	8	5	11	4	3	5	6	5	4	6	6	4.1	5	6	7	6	1.8	7	5	6	8	1
chr7	64029123	64031130	0.21	17.24	6.6	5	3	7	4.6	4.8	5	3	4	4	4	3	6	4	3	3	3	6	1	5	4	2.7	3	6	4	3	9.9	7	4	6	7	2
chr17	43315802	43316057	0.044	6.28	5.56	2	2	1	8.92	1	4	7	2.04	6	7	6	8	5	2	9	5	4	2	5	4	1.4	4	3	1	3	5.5	8	6	7	13	2
chr22	24121014	24121781	0.06	4.44	4.52	1	5.28	4	4	3.92	6.72	8.96	1.72	6	3	4	8	6	5	5.56	6	6	8	4	6	2.8	10	8	4	6	8.3	6	3	6	9	3
chr19	47543897	47544708	0.067	4	9.8	2	5	5	4.96	4	7.92	5.44	3	4	7	9	8	9	9	3.28	4	6	4	5	6	2.8	6	7	4	4	5.5	7	7	10	6	2
chr16	1755602	1757850	0.977	5.76	49.92	82.12	20	113.6	7.72	7.48	98.32	16.28	48.8	35	41	21	19	33	33	277.44	28	23	19	77	38	13.8	11	16	23	15	7.3	128	77	118	26	4
chr15	34874146	34877264	0.39	5	6.6	36.6	23	95.48	38.08	5	26.04	13.24	24.12	13	13	13	13	25	9	8.64	25	20	16	21	19	11.1	10	10	13	193	8.3	29	35	20	17	3
chr5	180615323	180615767	0.08	5	27.44	64.2	6.16	86.08	1.68	2	23.36	10	5.76	44	38	80	26	39	11	13.6	24	25	12	31	31	35.9	117	14	12	53	9.2	66	3401	37	30	5
chr16	1444505	1444943	0.093	3	5	2	2.88	2	1	3	3	7	1	3	4	2	6	4	4	2	5	4	2	5	3	2.8	3	5	6	3	2.8	6	3	10	7	1
chr21	38660036	38660252	0.049	3	6.36	1.96	3	3.08	1	1	4.64	1	3	3	7	2	3	6	4	5.68	13	6	3	6	7	4.1	3	4	3	3	7.3	6	6	7	4	4
chr14	101129244	101130376	0.146	13	11.68	2.52	11	4.6	5	6	10.44	8.08	9	20	16	17	14	21	21	238.8	11	17	7	28	23	6.9	12	21	212	25	6.4	32	12	79	12	4
chr2	233940848	233940951	0.037	6	11.4	6.6	19.12	18.8	2	3.4	9.32	0.96	1	12	13	8	7	12	5	6	10	8	8	18	4	8.3	6	7	17	6	3.7	13	12	18	10	5
chr9	133971112	133972785	0.526	5	44.6	68.04	29.96	78	7.4	3.76	110.8	8.48	15.56	18	28	15	18	24	12	64.68	24	19	21	22	27	13.8	8	20	32	12	7.3	55	67	40	19	4
chr11	119246258	119246705	0.066	3	9.12	5.24	20.04	9.44	7.68	4.6	11.76	10	6.6	8	8	5	5	14	13	6	7	6	9	32	10	9.7	6	5	9	6	5.5	17	8	13	16	3
chr8	1324286	1325449	0.12	7	10	5.6	21.4	16.72	16.96	3.28	7	14.76	4.28	6	13	9	10	13	11	19.68	11	11	20	18	17	22.1	14	9	23	10	5.5	20	19	15	11	3
chr16	2566317	2567679	0.106	6	14	4.28	17.08	9	3	6.92	14.04	18.32	144.6	9	14	7	8	10	9	6.24	8	8	7	6	9	5.5	7	7	10	6	7.3	22	8	9	13	3
chr3	134081265	134081776	0.052	6	20.52	5.76	16.2	9.8	5	15.16	3.92	7.32	11.28	7	6	6	12	17	13	7	8	5	10	10	8	4.1	6	9	7	9	4.6	7	8	6	19	1
chr3	128135443	128136557	0.08	8	8.56	2.96	9.92	3.88	9.96	8	8	10.04	5	5	8	10	7	14	5	4	8	7	7	8	10	4.1	7	5	7	5	6.4	8	8	9	11	2
chr19	50088271	50088743	0.098	6	17.92	4.16	22.84	14.44	7	5	12.16	10.48	3.8	17	9	19	10	35	15	7.2	18	13	14	20	88	22.1	10	32	11	14	6.7	117	15	28	14	3
chr6	42017781	42018780	0.279	4	94.72	112.72	5	87.96	16.92	7	167.68	7	21.84	23	15	17	42	60	19	11	45	36	16	55	37	24	22	21	9	23	3.7	130	179	265	135	4
chr5	176876187	176877730	0.06	5.8	12	4.64	14.96	8	8.76	7.36	11.16	11	10	9	10	5	7	11	10	7	8	8	11	9	10	9.7	11	9	7	10	6.4	14	11	11	18	5
chr6	26500513	26500610	0.037	5.72	4	3	4.24	8.48	4.56	3.84	4	6	2	4	8	6	10	8	6	7	8	14	7	9	8	4.1	6	11	22	2	0.9	8	11	13	10	1
chr10	183070	183423	0.115	7.4	4	1.12	10.2	12.48	2	3	9.72	18.48	83.08	12	13	12	7	11	12	139.84	12	13	7	15	14	11.1	17	12	41	13	2.8	18	11	29	11	4
chr22	42770734	42771114	0.099	10	5	3.16	10	8	2	2	7.4	4	5	16	13	90	17	33	14	68.44	13	18	8	28	20	9.7	18	8	85	9	2.8	32	15	39	13	3
chr15	71126296	71126566	0.045	5	9.88	5.4	14.6	14.72	2	5.96	3.36	2.4	7.68	9	11	7	4	10	16	3	10	15	8	135	4	2.8	4	16	3	16	2.8	15	11	13	6	3
chr19	31808297	31808767	0.058	7	8	6.2	22.76	17.64	2	4	9.68	11.6	22.4	9	6	13	9	6	8	19.92	11	7	7	8	8	2.8	6	7	13	9	3.7	8	11	11	13	2
chr9	127087506	127088063	0.11	3	6.6	1.32	4	2.16	1	4.68	5.6	8	7	11	9	6	8	7	9	58.24	8	5	8	9	16	4.1	7	8	82	7	5.5	13	10	25	9	6
chr5	44808679	44809251	0.208	4	114.6	111.56	3	51.12	3.04	4	338.04	5.72	55.2	15	19	227	28	48	15	104.32	40	51	15	110	24	19.3	13	31	39	14	3.7	81	146	27	17	4
chr11	73006365	73006960	0.164	8	4	3.84	26.68	23.8	16.8	2.16	9.52	14.6	2	22	19	17	10	22	11	469.52	19	17	13	35	24	8.3	17	18	142	12	4.6	36	34	86	13	5
chr16	50333225	50333919	0.083	4	5.32	2	5	4	2	5	3	3.12	3.72	4	9	5	8	7	7	4	4	4	14	5	6	1.4	6	10	7	5	9.2	10	7	9	7	2
chr19	23253056	23253693	0.111	16.4	4	3	2	1	2	4	2	1	1	14	7	7	9	8	10	81.64	7	5	7	9	10	2.8	6	7	69	14	4.6	8	6	22	11	2
chr10	98794182	98794519	0.051	4.4	6	2	6.84	5	4	2.28	6	7.4	1	4	11	7	6	6	6	4	8	3	11	9	9	4.1	2	7	7	8	3.7	4	9	9	8	1
chr19	18282532	18283005	0.046	4.04	8	2	2.16	3	5.88	5.92	5.96	5.36	5	7	6	3	11	16	6	3	9	10	11	7	4	6.9	7	4	2	5	7.6	9	9	13	13	1
chr1	173837035	173838097	0.227	3	71.52	84.36	4	92.32	3	4	69.32	4	49.72	58	22	28	78	52	55	8.88	147	75	23	200	40	38.7	25	27	27	42	3.7	110	1095	34	211	3
chr11	78777808	78778773	0.326	5	11.88	7.12	17.28	18.72	6.92	5	10	7	5.08	8	7	10	6	16	13	5	10	8	18	17	13	12.4	9	8	10	7	4.6	10	20	35	11	3
chr6	158423422	158423550	0.036	4.36	10.28	2.32	13.72	9	2	3	4	6	12	6	12	18	8	11	7	5	10	10	7	12	10	9.7	4	10	9	9	2.8	14	5	12	12	3
chr15	89383119	89383643	0.048	4	3	2.04	9.84	4	2.28	4	6	7	5.4	5	7	7	6	6	5	9.6	5	7	7	6	7	2.8	5	9	6	7	4.6	6	6	6	9	1
chr5	93510	94130	0.078	4	8.16	5.84	22.12	33.8	1	7.76	6	10.44	47.72	8	7	8	10	10	5	2.88	12	7	11	10	19	4.1	7	8	10	9	1.8	13	12	12	12	3
